0.0,0.0,0.0,1.5002,1.26437,1.5002,1.26437,0.0
0.0,0.0,0.0,0.88534,1.34977,0.88534,1.34977,0.0
0.0,0.0,0.0,1.67223,1.80704,1.67223,1.80704,0.0
0.0,0.0,0.0,1.39889,0.9345,1.39889,0.9345,0.0
0.0,0.0,0.0,1.97716,0.15174,1.97716,0.15174,0.0
0.0,0.0,0.0,0.02374,0.97771,0.02374,0.97771,0.0
0.0,0.0,0.0,2.22402,2.50166,2.22402,2.50166,0.0
0.0,0.0,0.0,1.19907,2.02806,1.19907,2.02806,0.0
0.0,0.0,0.0,0.79129,0.17726,0.79129,0.17726,0.0
0.0,0.0,0.0,1.5078,1.1981,1.5078,1.1981,0.0
0.0,0.0,0.0,1.18389,0.6975,1.18389,0.6975,0.0
0.0,0.0,0.0,0.04015,1.31981,0.04015,1.31981,0.0
0.0,0.0,0.0,1.37218,2.09908,1.37218,2.09908,0.0
0.0,0.0,0.0,0.84975,1.03299,0.84975,1.03299,0.0
0.0,0.0,0.0,0.14426,1.59708,0.14426,1.59708,0.0
0.0,0.0,0.0,0.49256,0.30185,0.49256,0.30185,0.0
0.0,0.0,0.0,0.59316,0.92991,0.59316,0.92991,0.0
0.0,0.0,0.0,1.85538,0.19156,1.85538,0.19156,0.0
0.0,0.0,0.0,0.2287,0.92595,0.2287,0.92595,0.0
0.0,0.0,0.0,0.70254,0.36825,0.70254,0.36825,0.0
0.0,0.0,0.0,0.14547,0.865,0.14547,0.865,0.0
0.0,0.0,0.0,0.25091,0.47063,0.25091,0.47063,0.0
0.0,0.0,0.0,0.25654,2.21384,0.25654,2.21384,0.0
0.0,0.0,0.0,1.16413,0.55872,1.16413,0.55872,0.0
0.0,0.0,0.0,1.78642,2.18343,1.78642,2.18343,0.0
0.0,0.0,0.0,0.30497,0.12962,0.30497,0.12962,0.0
0.0,0.0,0.0,0.18905,0.50632,0.18905,0.50632,0.0
0.0,0.0,0.0,0.1173,1.2662,0.1173,1.2662,0.0
0.0,0.0,0.0,0.56613,1.11619,0.56613,1.11619,0.0
0.0,0.0,0.0,0.68416,1.10389,0.68416,1.10389,0.0
0.0,0.0,0.0,1.09264,0.21577,1.09264,0.21577,0.0
0.0,0.0,0.0,0.70403,0.44564,0.70403,0.44564,0.0
0.0,0.0,0.0,0.04369,1.80131,0.04369,1.80131,0.0
0.0,0.0,0.0,0.68418,0.27254,0.68418,0.27254,0.0
0.0,0.0,0.0,2.37698,0.61452,2.37698,0.61452,0.0
0.0,0.0,0.0,1.27426,1.23167,1.27426,1.23167,0.0
0.0,0.0,0.0,1.37783,0.64662,1.37783,0.64662,0.0
0.0,0.0,0.0,1.88357,0.80094,1.88357,0.80094,0.0
0.0,0.0,0.0,1.04186,2.31518,1.04186,2.31518,0.0
0.0,0.0,0.0,1.90679,1.49763,1.90679,1.49763,0.0
0.0,0.0,0.0,1.2285,2.34289,1.2285,2.34289,0.0
0.0,0.0,0.0,0.96977,1.38742,0.96977,1.38742,0.0
0.0,0.0,0.0,0.31315,0.68552,0.31315,0.68552,0.0
0.0,0.0,0.0,0.97656,0.67752,0.97656,0.67752,0.0
0.0,0.0,0.0,0.3791,0.7244,0.3791,0.7244,0.0
0.0,0.0,0.0,1.25303,1.42512,1.25303,1.42512,0.0
0.0,0.0,0.0,0.99408,2.06583,0.99408,2.06583,0.0
0.0,0.0,0.0,0.75628,1.5476,0.75628,1.5476,0.0
0.0,0.0,0.0,1.83883,0.26183,1.83883,0.26183,0.0
0.0,0.0,0.0,2.02771,2.83569,2.02771,2.83569,0.0
